update_index,model_version,trigger_batch,trigger_reason,reviewed_samples_used,replay_samples_used,holdout_macro_f1_before,holdout_macro_f1_after,update_time_sec,peak_ram_mb_before,peak_ram_mb_after,best_val_macro_f1
1,1,3,reviewed_label_threshold,48,19,0.3333333333333333,0.32142857142857145,2.08362859999761,359.2265625,404.078125,0.32142857142857145
2,2,6,reviewed_label_threshold,48,19,0.24999999999999997,0.29861111111111105,0.026902000012341887,404.70703125,404.73828125,0.29861111111111105
3,3,9,reviewed_label_threshold,48,19,0.2111111111111111,0.3392857142857143,0.02062520000617951,404.8671875,404.87109375,0.3392857142857143
