update_index,model_version,trigger_batch,trigger_reasons,pending_batches,pending_samples,holdout_samples,holdout_macro_f1_before,holdout_macro_f1_after,holdout_accuracy_before,holdout_accuracy_after,update_time_sec,peak_ram_mb_before,peak_ram_mb_after,inference_latency_p50_ms_after,inference_throughput_after,best_val_macro_f1
1,1,5,drift_score,"4,5",512,102,0.3206356867071153,0.32556390977443606,0.47058823529411764,0.47058823529411764,1.9426239999593236,,,0.000756862801590971,362731.1683135033,0.32556390977443606
2,2,7,drift_score,"6,7",512,102,0.446343833610985,0.48870101924387566,0.5490196078431373,0.6274509803921569,0.1326920999563299,,,0.0006450983860036906,404922.5927684317,0.48870101924387566
