epoch,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1,epoch_time_sec
1.0,1.473255742257714,1.5500430071835025,0.2944693572496263,0.18369152925600749,0.27476816784891567,0.09604720000061207
