update_index,model_version,trigger_batch,trigger_reasons,pending_batches,pending_samples,holdout_samples,replay_sample_size,buffer_size_before_update,buffer_size_after_update,holdout_macro_f1_before,holdout_macro_f1_after,holdout_accuracy_before,holdout_accuracy_after,update_time_sec,peak_ram_mb_before,peak_ram_mb_after,inference_latency_p50_ms_after,inference_throughput_after,best_val_macro_f1
1,1,5,drift_score,"4,5",512,102,128,512,922,0.3326040326040326,0.33608624609264,0.5,0.5098039215686274,1.7012766000116244,360.66796875,404.171875,0.0018813726081348518,150999.25504261008,0.33608624609264
