batch_index,feature,psi,wasserstein,mean_shift,std_ratio,drift_score
8,beta_power,7.4608305759505384,0.08735145790863716,0.08732596498717012,0.21672913268188623,8.549023936305039
8,alpha_power,2.740907069087143,0.03264562420658391,0.03148438154418155,0.3450008324491713,3.315479273722328
8,delta_power,0.36563596331932285,0.012096726547741826,0.001244436996606646,0.6483758686801646,0.6303700822882261
8,theta_power,0.5977149524125793,0.014151109513325752,0.011414683060533712,0.4391799875227563,0.983837697134547
8,gamma_power,1.9055898883370175,0.007694401288694254,0.007679015171320972,0.42891422006148416,2.5706185052839565
9,beta_power,5.2331072739963655,0.06396960284698705,0.06371490332227556,0.2649513901648674,6.030017809312372
9,alpha_power,0.6482332261176962,0.023633956106658634,0.01999194978269052,0.4584557642414872,1.0641975274440398
9,delta_power,1.684160999826238,0.02688903819843598,0.0267312363896325,0.46297280645640615,2.2726215068311664
9,theta_power,0.6477431000325315,0.013905588694312413,0.010302947565639778,0.4294266321389647,1.0271666405377171
9,gamma_power,0.5320535068452358,0.005178429344954999,0.004810118468457556,0.5262904633169719,0.9796261737781404
10,beta_power,2.2655689498323692,0.04839281514580042,0.04392187493128086,0.2889825210161354,2.868429410222186
10,alpha_power,1.602528666104423,0.022768507411472082,0.016273549443589053,0.42268436988842784,2.003260826006689
10,delta_power,1.4745816352791945,0.023886113450409287,0.02310719602136521,0.48083175237722675,1.9973238147381338
10,theta_power,0.45840099244525334,0.012604549762633461,0.0090235219835565,0.4660602027133982,0.8023247919006681
10,gamma_power,0.4628120127131295,0.0036989845052842526,0.0017622148785979286,0.5372894856448106,0.7825159711318093
11,beta_power,4.04694992514799,0.051766027548114324,0.04880420027885346,0.2679936085780952,4.691832664583255
11,alpha_power,1.88329927303604,0.030606991980572724,0.027205557023529253,0.3412630038908762,2.4219909748164707
11,delta_power,1.62497395966018,0.02021774965306357,0.017220879836105707,0.44493064592717446,2.0674348287898363
11,theta_power,1.658457234124455,0.015269731967985457,0.012217385809830741,0.3903735303016904,2.075102361002684
11,gamma_power,0.32026670853736494,0.0035231136587175983,0.002756539143582891,0.6308225553774328,0.6247701150917478
12,beta_power,2.8549924343189135,0.04645389541666292,0.042234517505900515,0.3114304952147981,3.433698523092923
12,alpha_power,1.6444774216369342,0.024813130013237983,0.020731836670905945,0.412495416749573,2.0811955166988234
12,delta_power,0.7869012826965197,0.023423600368733723,0.022489311742176415,0.49173452506028026,1.2995214681841372
12,theta_power,1.572062912052867,0.015738159750529265,0.013343720106577306,0.38923611934977387,2.001489412782349
12,gamma_power,0.28495799602879895,0.0033018373761256256,0.0025592253119189404,0.6117942745495965,0.5703364499515169
