update_index,model_version,trigger_batch,trigger_reasons,pending_batches,pending_samples,holdout_samples,replay_sample_size,buffer_size_before_update,buffer_size_after_update,holdout_macro_f1_before,holdout_macro_f1_after,holdout_accuracy_before,holdout_accuracy_after,update_time_sec,peak_ram_mb_before,peak_ram_mb_after,inference_latency_p50_ms_after,inference_throughput_after,best_val_macro_f1
1,1,5,drift_score,"4,5",512,102,128,512,922,0.3326040326040326,0.33608624609264,0.5,0.5098039215686274,2.480861099960748,356.8125,403.5234375,0.0023990196139350825,93775.85586548268,0.33608624609264
2,2,7,drift_score,"6,7",512,102,128,922,1332,0.45889479905437347,0.487989223976652,0.5490196078431373,0.5980392156862745,0.13446339999791235,404.62109375,404.8125,0.0024568626209728276,113308.15549786949,0.487989223976652
